date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:52:36	320519/320519	---M--	200	added ('OK')	image/png	etag:%22540ac7ab315748a4a6707a121cf3bc88%22	http://res.cloudinary.com/technex-iit-bhu/image/upload/v1517745046/dariyal_game_and_vr_xdlw5i.png	D:/@WEB/!!technix/technix/res.cloudinary.com/technex-iit-bhu/image/upload/v1517745046/dariyal_game_and_vr_xdlw5i.png	(from https://www.technex.in/exhibitions/)
14:52:37	214893/214893	---M--	200	added ('OK')	image/png	etag:%226417ca9d377518ac187e03637c91322b%22	http://res.cloudinary.com/technex-iit-bhu/image/upload/v1517745046/edurobo_5_aagclc.png	D:/@WEB/!!technix/technix/res.cloudinary.com/technex-iit-bhu/image/upload/v1517745046/edurobo_5_aagclc.png	(from https://www.technex.in/exhibitions/)
14:52:37	163448/163448	---M--	200	added ('OK')	image/png	etag:%22666b6b48dfcf509f27af08008ee7cfaa%22	http://res.cloudinary.com/technex-iit-bhu/image/upload/v1517745043/edurobo_6_ebrsbg.png	D:/@WEB/!!technix/technix/res.cloudinary.com/technex-iit-bhu/image/upload/v1517745043/edurobo_6_ebrsbg.png	(from https://www.technex.in/exhibitions/)
14:52:38	86549/86549	---M--	200	added ('OK')	image/png	etag:%223c331a93614ac72e7e9819639170842a%22	http://res.cloudinary.com/technex-iit-bhu/image/upload/v1517745046/edurobo_7_ee7dem.png	D:/@WEB/!!technix/technix/res.cloudinary.com/technex-iit-bhu/image/upload/v1517745046/edurobo_7_ee7dem.png	(from https://www.technex.in/exhibitions/)
14:52:55	124101/124101	---M--	200	added ('OK')	image/png	etag:%223c8135986b0d060a5258790bdef22cb9%22	http://res.cloudinary.com/technex-iit-bhu/image/upload/v1517745043/edurobo_8_oszlrq.png	D:/@WEB/!!technix/technix/res.cloudinary.com/technex-iit-bhu/image/upload/v1517745043/edurobo_8_oszlrq.png	(from https://www.technex.in/exhibitions/)
14:53:00	146594/146594	---M--	200	added ('OK')	image/png	etag:%220c30c994ffb215e6022dbf4c26822fe4%22	http://res.cloudinary.com/technex-iit-bhu/image/upload/v1517745041/holographic_projection_uz8eyz.png	D:/@WEB/!!technix/technix/res.cloudinary.com/technex-iit-bhu/image/upload/v1517745041/holographic_projection_uz8eyz.png	(from https://www.technex.in/exhibitions/)
14:53:15	232588/232588	---M--	200	added ('OK')	image/png	etag:%22e6c301bb207738d0fafb78f868db888e%22	http://res.cloudinary.com/technex-iit-bhu/image/upload/v1517745042/lunar_rover_vrgguc.png	D:/@WEB/!!technix/technix/res.cloudinary.com/technex-iit-bhu/image/upload/v1517745042/lunar_rover_vrgguc.png	(from https://www.technex.in/exhibitions/)
14:53:17	106176/106176	---M--	200	added ('OK')	image/png	etag:%22c11530b22a14468162741f5a4b108982%22	http://res.cloudinary.com/technex-iit-bhu/image/upload/v1517747421/3D_printing_px3uyn.png	D:/@WEB/!!technix/technix/res.cloudinary.com/technex-iit-bhu/image/upload/v1517747421/3D_printing_px3uyn.png	(from https://www.technex.in/exhibitions/)
14:53:19	146849/146849	---M--	200	added ('OK')	image/png	etag:%22da5748d0faafcb804c0b95083b291f7a%22	http://res.cloudinary.com/technex-iit-bhu/image/upload/v1517745041/mind_control_drone_y6qyrd.png	D:/@WEB/!!technix/technix/res.cloudinary.com/technex-iit-bhu/image/upload/v1517745041/mind_control_drone_y6qyrd.png	(from https://www.technex.in/exhibitions/)
14:53:21	271411/271411	---M--	200	added ('OK')	image/png	etag:%22358844c28ba49ed821f0c43d2d39b546%22	http://res.cloudinary.com/technex-iit-bhu/image/upload/v1517745042/mind_control_car_mcu0aa.png	D:/@WEB/!!technix/technix/res.cloudinary.com/technex-iit-bhu/image/upload/v1517745042/mind_control_car_mcu0aa.png	(from https://www.technex.in/exhibitions/)
14:53:25	108583/108583	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2018%20Feb%202019%2012:08:05%20GMT	https://www.technex.in/static/exhibitions2019/js/template_5db094422e4fac0e2ce6bb1de9ac9488.js	D:/@WEB/!!technix/technix/www.technex.in/static/exhibitions2019/js/template_5db094422e4fac0e2ce6bb1de9ac9488.js	(from https://www.technex.in/exhibitions/)
14:53:28	9220/9220	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2018%20Feb%202019%2012:08:05%20GMT	https://www.technex.in/static/exhibitions2019/js/projects.js	D:/@WEB/!!technix/technix/www.technex.in/static/exhibitions2019/js/projects.js	(from https://www.technex.in/exhibitions/)
14:53:31	114925/114925	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2018%20Feb%202019%2012:08:05%20GMT	https://www.technex.in/static/exhibitions2019/js/gsap.js	D:/@WEB/!!technix/technix/www.technex.in/static/exhibitions2019/js/gsap.js	(from https://www.technex.in/exhibitions/)
14:53:31	17012/17012	---MCZ	200	added ('OK')	text/css	date:Mon,%2018%20Feb%202019%2012:08:05%20GMT	https://www.technex.in/static/startup19newcss/base.css	D:/@WEB/!!technix/technix/www.technex.in/static/startup19newcss/base.css	(from https://www.technex.in/startupfair/)
14:53:33	50050/50050	---MCZ	200	added ('OK')	text/css	date:Mon,%2018%20Feb%202019%2012:08:05%20GMT	https://www.technex.in/static/startup19newcss/vendor.css	D:/@WEB/!!technix/technix/www.technex.in/static/startup19newcss/vendor.css	(from https://www.technex.in/startupfair/)
14:53:34	69062/69062	---MCZ	200	added ('OK')	text/css	date:Mon,%2018%20Feb%202019%2012:08:05%20GMT	https://www.technex.in/static/startup19newcss/main.css	D:/@WEB/!!technix/technix/www.technex.in/static/startup19newcss/main.css	(from https://www.technex.in/startupfair/)
14:53:35	424406/424406	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2018%20Feb%202019%2012:08:05%20GMT	https://www.technex.in/static/exhibitions2019/js/three.min.js	D:/@WEB/!!technix/technix/www.technex.in/static/exhibitions2019/js/three.min.js	(from https://www.technex.in/exhibitions/)
14:53:36	12507/12507	---MCZ	200	added ('OK')	application/javascript	etag:W/%225afd4a5e-30db%22	https://cdnjs.cloudflare.com/ajax/libs/pace/1.0.2/pace.min.js	D:/@WEB/!!technix/technix/cdnjs.cloudflare.com/ajax/libs/pace/1.0.2/pace.min.js	(from https://www.technex.in/startupfair/)
14:53:40	246589/246589	---M--	200	added ('OK')	image/png	etag:%22241ad50b14a63d5bf459daeefb8178a0%22	http://res.cloudinary.com/technex-iit-bhu/image/upload/v1517747433/gesture_control_drone_vqyd6n.png	D:/@WEB/!!technix/technix/res.cloudinary.com/technex-iit-bhu/image/upload/v1517747433/gesture_control_drone_vqyd6n.png	(from https://www.technex.in/exhibitions/)
14:53:40	51351/51351	---MCZ	200	added ('OK')	application/javascript	etag:W/%225afd4a4c-c897%22	https://cdnjs.cloudflare.com/ajax/libs/modernizr/2.8.3/modernizr.js	D:/@WEB/!!technix/technix/cdnjs.cloudflare.com/ajax/libs/modernizr/2.8.3/modernizr.js	(from https://www.technex.in/startupfair/)
14:53:40	160622/160622	---M--	200	added ('OK')	image/jpeg	etag:%22450c9b0960b940f003f05cee019b87f0%22	https://d1mteuyxkcon0n.cloudfront.net/Anuj+Desai.jpg	D:/@WEB/!!technix/technix/d1mteuyxkcon0n.cloudfront.net/Anuj+Desai.jpg	(from https://www.technex.in/startupfair/)
14:53:40	299148/299148	---M--	200	added ('OK')	image/jpeg	etag:%22b79c539086b9746112d77b077aba8b05%22	https://d1mteuyxkcon0n.cloudfront.net/Ishwar+Jha.jpg	D:/@WEB/!!technix/technix/d1mteuyxkcon0n.cloudfront.net/Ishwar+Jha.jpg	(from https://www.technex.in/startupfair/)
14:53:41	116074/116074	---M--	200	added ('OK')	image/jpeg	etag:%2214d21f469c4e90e864da0ee8e0ea2cce%22	https://d1mteuyxkcon0n.cloudfront.net/Vish+Narayanan.jpg	D:/@WEB/!!technix/technix/d1mteuyxkcon0n.cloudfront.net/Vish+Narayanan.jpg	(from https://www.technex.in/startupfair/)
14:53:44	389680/389680	---M--	200	added ('OK')	image/jpeg	etag:%228d64d14a743c23d1d4969874cf37b8dd%22	https://d1mteuyxkcon0n.cloudfront.net/Sumit+Dey.jpg	D:/@WEB/!!technix/technix/d1mteuyxkcon0n.cloudfront.net/Sumit+Dey.jpg	(from https://www.technex.in/startupfair/)
14:53:44	292177/292177	---M--	200	added ('OK')	image/jpeg	etag:%229fc30fc24dacdd20ea4a6b51ca3a0d88%22	https://d1mteuyxkcon0n.cloudfront.net/Abhijeet+Malhotra.jpg	D:/@WEB/!!technix/technix/d1mteuyxkcon0n.cloudfront.net/Abhijeet+Malhotra.jpg	(from https://www.technex.in/startupfair/)
14:53:44	63009/63009	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20Feb%202019%2009:23:42%20GMT	https://previews.123rf.com/images/coramax/coramax1208/coramax120802054/14967037-3d-people-man-person-with-a-question-mark-businessman.jpg	D:/@WEB/!!technix/technix/previews.123rf.com/images/coramax/coramax1208/coramax120802054/14967037-3d-people-man-person-with-a-question-mark-businessman.jpg	(from https://www.technex.in/startupfair/)
14:53:45	46542/46542	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20Feb%202019%2009:23:43%20GMT	https://previews.123rf.com/images/orla/orla1307/orla130700417/21138734-3d-people-man-person-with-a-bubble-and-question-mark.jpg	D:/@WEB/!!technix/technix/previews.123rf.com/images/orla/orla1307/orla130700417/21138734-3d-people-man-person-with-a-bubble-and-question-mark.jpg	(from https://www.technex.in/startupfair/)
14:53:46	69885/69885	---M--	200	added ('OK')	image/jpeg	etag:%222601629810%22	https://thumbs.dreamstime.com/z/d-man-holding-looking-question-mark-rendering-person-red-thinking-white-people-character-35233119.jpg	D:/@WEB/!!technix/technix/thumbs.dreamstime.com/z/d-man-holding-looking-question-mark-rendering-person-red-thinking-white-people-character-35233119.jpg	(from https://www.technex.in/startupfair/)
14:53:47	43288/43288	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20Feb%202019%2009:23:45%20GMT	https://previews.123rf.com/images/orla/orla1402/orla140200321/26033128-3d-people-men-person-and-question-mark.jpg	D:/@WEB/!!technix/technix/previews.123rf.com/images/orla/orla1402/orla140200321/26033128-3d-people-men-person-and-question-mark.jpg	(from https://www.technex.in/startupfair/)
14:53:48	36300/36300	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20Feb%202019%2009:23:46%20GMT	https://previews.123rf.com/images/orla/orla1307/orla130700095/20851925-3d-men-and-question-mark.jpg	D:/@WEB/!!technix/technix/previews.123rf.com/images/orla/orla1307/orla130700095/20851925-3d-men-and-question-mark.jpg	(from https://www.technex.in/startupfair/)
14:53:49	76052/76052	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20Feb%202019%2009:23:47%20GMT	https://previews.123rf.com/images/coramax/coramax1212/coramax121200077/16896960-3d-people-men-person-with-a-question-mark.jpg	D:/@WEB/!!technix/technix/previews.123rf.com/images/coramax/coramax1212/coramax121200077/16896960-3d-people-men-person-with-a-question-mark.jpg	(from https://www.technex.in/startupfair/)
14:53:49	62733/62733	---M--	200	added ('OK')	image/jpeg	etag:%224007574326%22	https://thumbs.dreamstime.com/z/person-question-mark-symbol-over-his-head-27694016.jpg	D:/@WEB/!!technix/technix/thumbs.dreamstime.com/z/person-question-mark-symbol-over-his-head-27694016.jpg	(from https://www.technex.in/startupfair/)
14:53:50	7757/7757	---M--	200	added ('OK')	image/jpeg	etag:%221e4d-5554db70f2303;5541ee53fc252%22	https://al-taiclub.com/images/person-question-mark-clipart-4.jpg	D:/@WEB/!!technix/technix/al-taiclub.com/images/person-question-mark-clipart-4.jpg	(from https://www.technex.in/startupfair/)
14:53:50	33463/33463	---M--	200	added ('OK')	image/jpeg	etag:%221b2642fb0bd8ca293835d0509d4a5284%22	https://d1mteuyxkcon0n.cloudfront.net/startup19/img/MCIIE.jpg	D:/@WEB/!!technix/technix/d1mteuyxkcon0n.cloudfront.net/startup19/img/MCIIE.jpg	(from https://www.technex.in/startupfair/)
14:53:50	33329/33329	---M--	200	added ('OK')	image/jpeg	etag:%2293b0e69f5f8e2143d6b24556fe14cbc2%22	https://d1mteuyxkcon0n.cloudfront.net/startup19/img/UPGovt.jpg	D:/@WEB/!!technix/technix/d1mteuyxkcon0n.cloudfront.net/startup19/img/UPGovt.jpg	(from https://www.technex.in/startupfair/)
14:53:51	114260/114260	---M--	200	added ('OK')	image/gif	date:Mon,%2018%20Feb%202019%2012:08:04%20GMT	https://www.technex.in/static/technex-loader-2.gif	D:/@WEB/!!technix/technix/www.technex.in/static/technex-loader-2.gif	(from https://www.technex.in/startupfair/)
14:53:52	86927/86927	---MCZ	200	added ('OK')	application/javascript	etag:W/%225afd494f-1538f%22	https://cdnjs.cloudflare.com/ajax/libs/jquery/3.3.1/jquery.min.js	D:/@WEB/!!technix/technix/cdnjs.cloudflare.com/ajax/libs/jquery/3.3.1/jquery.min.js	(from https://www.technex.in/startupfair/)
14:53:53	344411/344411	---M--	200	added ('OK')	image/jpeg	etag:%2267675c674a6160fe0a40225e0dfc7c3f%22	https://d1mteuyxkcon0n.cloudfront.net/images/Startup%20Fair%20BG%20DJ.jpg	D:/@WEB/!!technix/technix/d1mteuyxkcon0n.cloudfront.net/images/Startup%20Fair%20BG%20DJ.jpg	(from https://www.technex.in/startupfair/)
14:53:53	239561/239561	---M--	200	added ('OK')	image/jpeg	etag:%22a8ac586e6d16ba81d21ed8878664540d%22	https://d1mteuyxkcon0n.cloudfront.net/images/STARTUP+FAIR+MOB.jpg	D:/@WEB/!!technix/technix/d1mteuyxkcon0n.cloudfront.net/images/STARTUP+FAIR+MOB.jpg	(from https://www.technex.in/startupfair/)
14:53:54	164738/164738	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2018%20Feb%202019%2012:08:05%20GMT	https://www.technex.in/static/js/startup19plugins.js	D:/@WEB/!!technix/technix/www.technex.in/static/js/startup19plugins.js	(from https://www.technex.in/startupfair/)
14:53:55	11377/11377	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2018%20Feb%202019%2012:08:05%20GMT	https://www.technex.in/static/js/startup19main.js	D:/@WEB/!!technix/technix/www.technex.in/static/js/startup19main.js	(from https://www.technex.in/startupfair/)
14:53:55	1146/1146	---M--	200	added ('OK')	text/css	etag:%220124bb6613a504d62dcf1ca257b65a52%22	https://d1mteuyxkcon0n.cloudfront.net/conclave2019/css/styles.css	D:/@WEB/!!technix/technix/d1mteuyxkcon0n.cloudfront.net/conclave2019/css/styles.css	(from https://www.technex.in/conclave/)
14:53:56	14668/14668	---M--	200	added ('OK')	text/css	etag:%224ba1dbcbb834914305548c041abc05b9%22	https://d1mteuyxkcon0n.cloudfront.net/conclave2019/css/woocommerce-layout.css	D:/@WEB/!!technix/technix/d1mteuyxkcon0n.cloudfront.net/conclave2019/css/woocommerce-layout.css	(from https://www.technex.in/conclave/)
14:53:56	6881/6881	---M--	200	added ('OK')	text/css	etag:%22d902d275e21283fa1938bad62ecd6b2e%22	https://d1mteuyxkcon0n.cloudfront.net/conclave2019/css/woocommerce-smallscreen.css	D:/@WEB/!!technix/technix/d1mteuyxkcon0n.cloudfront.net/conclave2019/css/woocommerce-smallscreen.css	(from https://www.technex.in/conclave/)
14:53:56	54709/54709	---M--	200	added ('OK')	text/css	etag:%22b02a9c69ec0d5fa2863d46d545c56be0%22	https://d1mteuyxkcon0n.cloudfront.net/conclave2019/css/woocommerce.css	D:/@WEB/!!technix/technix/d1mteuyxkcon0n.cloudfront.net/conclave2019/css/woocommerce.css	(from https://www.technex.in/conclave/)
14:53:57	2294/2294	---M--	200	added ('OK')	text/css	etag:%225ee9a0790e7924e3a9ed140a15b7dfa2%22	https://d1mteuyxkcon0n.cloudfront.net/conclave2019/style.css	D:/@WEB/!!technix/technix/d1mteuyxkcon0n.cloudfront.net/conclave2019/style.css	(from https://www.technex.in/conclave/)
14:53:58	121440/121440	---M--	200	added ('OK')	text/css	etag:%22b784226e651843173237aa0692ce2d92%22	https://d1mteuyxkcon0n.cloudfront.net/conclave2019/css/bootstrap.min.css	D:/@WEB/!!technix/technix/d1mteuyxkcon0n.cloudfront.net/conclave2019/css/bootstrap.min.css	(from https://www.technex.in/conclave/)
14:53:58	47169/47169	---M--	200	added ('OK')	text/css	etag:%221448862ac5778d953bce0341bf3237a5%22	https://d1mteuyxkcon0n.cloudfront.net/conclave2019/css/style.css	D:/@WEB/!!technix/technix/d1mteuyxkcon0n.cloudfront.net/conclave2019/css/style.css	(from https://www.technex.in/conclave/)
14:53:58	26923/26923	---M--	200	added ('OK')	text/css	etag:%224ece5bb43b446570494e87cb342ed95b%22	https://d1mteuyxkcon0n.cloudfront.net/conclave2019/css/font-awesome.min.css	D:/@WEB/!!technix/technix/d1mteuyxkcon0n.cloudfront.net/conclave2019/css/font-awesome.min.css	(from https://www.technex.in/conclave/)
14:53:59	7272/7272	---M--	200	added ('OK')	text/css	etag:%22d5e8c8ce9b52a2fc300d32e17a7ede99%22	https://d1mteuyxkcon0n.cloudfront.net/conclave2019/css/etline-icon.css	D:/@WEB/!!technix/technix/d1mteuyxkcon0n.cloudfront.net/conclave2019/css/etline-icon.css	(from https://www.technex.in/conclave/)
14:53:59	70844/70844	---M--	200	added ('OK')	text/css	etag:%22404020c62cd11bb8f1742e5c35a0cb27%22	https://d1mteuyxkcon0n.cloudfront.net/conclave2019/css/animate.min.css	D:/@WEB/!!technix/technix/d1mteuyxkcon0n.cloudfront.net/conclave2019/css/animate.min.css	(from https://www.technex.in/conclave/)
14:53:59	1523/1523	---M--	200	added ('OK')	text/css	etag:%222c3eaec37c719d46c68246ee9cdd63a7%22	https://d1mteuyxkcon0n.cloudfront.net/conclave2019/css/owl.carousel.css	D:/@WEB/!!technix/technix/d1mteuyxkcon0n.cloudfront.net/conclave2019/css/owl.carousel.css	(from https://www.technex.in/conclave/)
14:54:00	4476/4476	---M--	200	added ('OK')	text/css	etag:%22b1bdaeac4065bf67a7d7a06213192964%22	https://d1mteuyxkcon0n.cloudfront.net/conclave2019/css/owl.transitions.css	D:/@WEB/!!technix/technix/d1mteuyxkcon0n.cloudfront.net/conclave2019/css/owl.transitions.css	(from https://www.technex.in/conclave/)
14:54:00	1527/1527	---M--	200	added ('OK')	text/css	etag:%222f01aeb1b7ad316d85e6c84806460d55%22	https://d1mteuyxkcon0n.cloudfront.net/conclave2019/css/conclavesection.css	D:/@WEB/!!technix/technix/d1mteuyxkcon0n.cloudfront.net/conclave2019/css/conclavesection.css	(from https://www.technex.in/conclave/)
14:54:01	97183/97183	---M--	200	added ('OK')	application/javascript	etag:%22bb33093a8d4f68199c4ab6702f3976e4%22	https://d1mteuyxkcon0n.cloudfront.net/conclave2019/js/jquery/jquery.js	D:/@WEB/!!technix/technix/d1mteuyxkcon0n.cloudfront.net/conclave2019/js/jquery/jquery.js	(from https://www.technex.in/conclave/)
14:54:01	10056/10056	---M--	200	added ('OK')	application/javascript	etag:%227121994eec5320fbe6586463bf9651c2%22	https://d1mteuyxkcon0n.cloudfront.net/conclave2019/js/jquery/jquery-migrate.min.js	D:/@WEB/!!technix/technix/d1mteuyxkcon0n.cloudfront.net/conclave2019/js/jquery/jquery-migrate.min.js	(from https://www.technex.in/conclave/)
14:54:01	70848/70848	---M--	200	added ('OK')	image/jpeg	etag:%22804cd3a3b68ae31a2ed7c663c7df4c2e%22	https://d1mteuyxkcon0n.cloudfront.net/conclave2019/images/conclavefinal19.jpeg	D:/@WEB/!!technix/technix/d1mteuyxkcon0n.cloudfront.net/conclave2019/images/conclavefinal19.jpg	(from https://www.technex.in/conclave/)
14:54:02	838/838	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Feb%202019%2009:24:00%20GMT	https://www.technex.in/conclave/prowebpro/	D:/@WEB/!!technix/technix/www.technex.in/conclave/prowebpro/index.html	(from https://www.technex.in/conclave/)
14:54:02	205189/205189	---M--	200	added ('OK')	image/jpeg	etag:%22c07445b785206df3ea200fcfee4cdcee%22	https://d1mteuyxkcon0n.cloudfront.net/conclave2019/CORP+CONC+MOB.jpg	D:/@WEB/!!technix/technix/d1mteuyxkcon0n.cloudfront.net/conclave2019/CORP+CONC+MOB.jpg	(from https://www.technex.in/conclave/)
14:54:03	158077/158077	---M--	200	added ('OK')	image/jpeg	etag:%22ddf9936b41b84a927d2e24ced807f8bc%22	https://res.cloudinary.com/technex-iit-bhu/image/upload/v1518374528/Reliance_u6chax.jpg	D:/@WEB/!!technix/technix/res.cloudinary.com/technex-iit-bhu/image/upload/v1518374528/Reliance_u6chax.jpg	(from https://www.technex.in/conclave/)
14:54:04	60660/60660	---M--	200	added ('OK')	image/jpeg	etag:%22bc07a2c599387f6d51907269cbfccbc5%22	https://res.cloudinary.com/technex-iit-bhu/image/upload/v1518374518/vmware_dizlxx.jpg	D:/@WEB/!!technix/technix/res.cloudinary.com/technex-iit-bhu/image/upload/v1518374518/vmware_dizlxx.jpg	(from https://www.technex.in/conclave/)
14:54:04	230900/230900	---M--	200	added ('OK')	image/jpeg	etag:%2217895d956569978886a58a7ea3bae390%22	https://res.cloudinary.com/technex-iit-bhu/image/upload/v1518374524/wipro_luvj60.jpg	D:/@WEB/!!technix/technix/res.cloudinary.com/technex-iit-bhu/image/upload/v1518374524/wipro_luvj60.jpg	(from https://www.technex.in/conclave/)
14:54:04	133464/133464	---M--	200	added ('OK')	image/jpeg	etag:%22c8d0bca3455da9abb37dfac6341aa3c6%22	https://res.cloudinary.com/technex-iit-bhu/image/upload/v1518374521/british_council_iwvhln.jpg	D:/@WEB/!!technix/technix/res.cloudinary.com/technex-iit-bhu/image/upload/v1518374521/british_council_iwvhln.jpg	(from https://www.technex.in/conclave/)
14:54:04	15248/15248	---M--	200	added ('OK')	application/javascript	etag:%22f448c593c242d134e9733a84c7a4d26c%22	https://d1mteuyxkcon0n.cloudfront.net/conclave2019/js/jquery.form.min.js	D:/@WEB/!!technix/technix/d1mteuyxkcon0n.cloudfront.net/conclave2019/js/jquery.form.min.js	(from https://www.technex.in/conclave/)
14:54:05	12243/12243	---M--	200	added ('OK')	application/javascript	etag:%2203d8b2ca598d69fbb8053aa317c9b08c%22	https://d1mteuyxkcon0n.cloudfront.net/conclave2019/js/scripts.js	D:/@WEB/!!technix/technix/d1mteuyxkcon0n.cloudfront.net/conclave2019/js/scripts.js	(from https://www.technex.in/conclave/)
14:54:05	1767/1767	---M--	200	added ('OK')	application/javascript	etag:%2299f5d6a2c391f7517bbb09d0b1bfb3dd%22	https://d1mteuyxkcon0n.cloudfront.net/conclave2019/js/frontend/add-to-cart.min.js	D:/@WEB/!!technix/technix/d1mteuyxkcon0n.cloudfront.net/conclave2019/js/frontend/add-to-cart.min.js	(from https://www.technex.in/conclave/)
14:54:05	9563/9563	---M--	200	added ('OK')	application/javascript	etag:%220bb707c7cc5c00529c9a238fc83617c7%22	https://d1mteuyxkcon0n.cloudfront.net/conclave2019/js/jquery-blockui/jquery.blockUI.min.js	D:/@WEB/!!technix/technix/d1mteuyxkcon0n.cloudfront.net/conclave2019/js/jquery-blockui/jquery.blockUI.min.js	(from https://www.technex.in/conclave/)
14:54:06	277/277	---M--	200	added ('OK')	application/javascript	etag:%2234c3919df3e2fbf585abe85dda15eb0e%22	https://d1mteuyxkcon0n.cloudfront.net/conclave2019/js/frontend/woocommerce.min.js	D:/@WEB/!!technix/technix/d1mteuyxkcon0n.cloudfront.net/conclave2019/js/frontend/woocommerce.min.js	(from https://www.technex.in/conclave/)
14:54:06	1412/1412	---M--	200	added ('OK')	application/javascript	etag:%22b565703a0cb08df007c53349d1772717%22	https://d1mteuyxkcon0n.cloudfront.net/conclave2019/js/jquery-cookie/jquery.cookie.min.js	D:/@WEB/!!technix/technix/d1mteuyxkcon0n.cloudfront.net/conclave2019/js/jquery-cookie/jquery.cookie.min.js	(from https://www.technex.in/conclave/)
14:54:07	2401/2401	---M--	200	added ('OK')	application/javascript	etag:%22fdbb6ac08855b3f01ecd686fc16c37cf%22	https://d1mteuyxkcon0n.cloudfront.net/conclave2019/js/frontend/cart-fragments.min.js	D:/@WEB/!!technix/technix/d1mteuyxkcon0n.cloudfront.net/conclave2019/js/frontend/cart-fragments.min.js	(from https://www.technex.in/conclave/)
14:54:07	36816/36816	---M--	200	added ('OK')	application/javascript	etag:%224becdc9104623e891fbb9d38bba01be4%22	https://d1mteuyxkcon0n.cloudfront.net/conclave2019/js/bootstrap.min.js	D:/@WEB/!!technix/technix/d1mteuyxkcon0n.cloudfront.net/conclave2019/js/bootstrap.min.js	(from https://www.technex.in/conclave/)
14:54:07	2933/2933	---M--	200	added ('OK')	application/javascript	etag:%229bed60283550a0c32fc30f7ff7c71a5f%22	https://d1mteuyxkcon0n.cloudfront.net/conclave2019/js/interface.js	D:/@WEB/!!technix/technix/d1mteuyxkcon0n.cloudfront.net/conclave2019/js/interface.js	(from https://www.technex.in/conclave/)
14:54:08	23890/23890	---M--	200	added ('OK')	application/javascript	etag:%2288d0fe722f04973e2888b58a63aa0570%22	https://d1mteuyxkcon0n.cloudfront.net/conclave2019/js/owl.carousel.min.js	D:/@WEB/!!technix/technix/d1mteuyxkcon0n.cloudfront.net/conclave2019/js/owl.carousel.min.js	(from https://www.technex.in/conclave/)
14:54:08	82450/82450	---M--	200	added ('OK')	application/javascript	etag:%220181aa1579e8286d952af96f2e8e6c74%22	https://d1mteuyxkcon0n.cloudfront.net/conclave2019/js/isotope-docs.min.js	D:/@WEB/!!technix/technix/d1mteuyxkcon0n.cloudfront.net/conclave2019/js/isotope-docs.min.js	(from https://www.technex.in/conclave/)
14:54:09	1403/1403	---M--	200	added ('OK')	application/javascript	etag:%22687bf3104f17a2e9afced6d17acb384f%22	https://d1mteuyxkcon0n.cloudfront.net/conclave2019/js/wp-embed.min.js	D:/@WEB/!!technix/technix/d1mteuyxkcon0n.cloudfront.net/conclave2019/js/wp-embed.min.js	(from https://www.technex.in/conclave/)
14:54:10	838/838	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Feb%202019%2009:24:07%20GMT	https://www.technex.in/initiative/img/favicon/browserconfig.xml	D:/@WEB/!!technix/technix/www.technex.in/initiative/img/favicon/browserconfig.html	(from https://www.technex.in/initiative/)
14:54:11	1406/1406	---M-Z	200	added ('OK')	text/css	etag:%2257e-57412162af39e-gzip%22	https://sproutsend.com/wp-content/plugins/responsive-cookie-consent/includes/css/style.css?ver=4.9.8	D:/@WEB/!!technix/technix/sproutsend.com/wp-content/plugins/responsive-cookie-consent/includes/css/style5010.css	(from https://www.technex.in/initiative/)
14:54:12	287251/287251	---M-Z	200	added ('OK')	text/css	etag:%2246213-573fde3eab73a-gzip%22	https://sproutsend.com/wp-content/themes/sproutsend/theme/build/css/site.css	D:/@WEB/!!technix/technix/sproutsend.com/wp-content/themes/sproutsend/theme/build/css/site.css	(from https://www.technex.in/initiative/)
14:54:14	64359/64359	---M-Z	200	added ('OK')	text/css	etag:%22fb67-573fde3eaab82-gzip%22	https://sproutsend.com/wp-content/themes/sproutsend/theme/build/fonts/fontawesome/css/fontawesome-all.css	D:/@WEB/!!technix/technix/sproutsend.com/wp-content/themes/sproutsend/theme/build/fonts/fontawesome/css/fontawesome-all.css	(from https://www.technex.in/initiative/)
14:54:16	10056/10056	---M-Z	200	added ('OK')	application/javascript	etag:%222748-5333ddda2aa00-gzip%22	https://sproutsend.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	D:/@WEB/!!technix/technix/sproutsend.com/wp-includes/js/jquery/jquery-migrate.min330a.js	(from https://www.technex.in/initiative/)
